Unnamed: 0,review_id,pseudo_author_id,author_name,review_text,review_rating,review_likes,author_app_version,review_timestamp,raw_word_count,length_type,length_type2,tokens
3245518,c9744a04-b749-4ed4-b42d-d6fdd6100f6a,272474187120701725329,Ay*********la,There are too many ads but Spotify is the best app to listen to music they get back to as fast as they can when u have a problem they have a lot of amazing deals and premium plans. Must use it,4,3,8.8.72.630,2023-09-24 14:12:46,42,Long,Long,"['there', 'are', 'too', 'many', 'ads', 'but', 'spot', '##ify', 'is', 'the', 'best', 'app', 'to', 'listen', 'to', 'music', 'they', 'get', 'back', 'to', 'as', 'fast', 'as', 'they', 'can', 'when', 'u', 'have', 'a', 'problem', 'they', 'have', 'a', 'lot', 'of', 'amazing', 'deals', 'and', 'premium', 'plans', '.', 'must', 'use', 'it']"
3116503,96b494f0-5dc6-468f-afae-73d21fdaa3db,307325736515749369199,Sa******li,I hate it very very very much because it destroy Muslim hearts😠😠,5,0,,2023-07-07 11:22:57,12,Long,Long,"['i', 'hate', 'it', 'very', 'very', 'very', 'much', 'because', 'it', 'destroy', 'muslim', '[UNK]']"
3270656,f806b4b2-7b52-4bdb-9500-4a2bc67bb8f8,109041746189287547460,Ma*******dy,Nice music 🎶 🎵 👌,5,0,,2023-10-12 04:43:03,5,Short,Short,"['nice', 'music', '[UNK]', '[UNK]', '[UNK]']"
3223025,3bd9c25a-fc4a-4714-8acb-c39b2febe23d,231337895257019948780,Ne******gh,"What is this new update??! I can't skip songs can't fast forward in a song, these are basic features that a music app should have that should not be monetized.",1,0,8.8.66.563,2023-09-08 16:04:56,30,Long,Long,"['what', 'is', 'this', 'new', 'update', '?', '?', '!', 'i', 'can', ""'"", 't', 'skip', 'songs', 'can', ""'"", 't', 'fast', 'forward', 'in', 'a', 'song', ',', 'these', 'are', 'basic', 'features', 'that', 'a', 'music', 'app', 'should', 'have', 'that', 'should', 'not', 'be', 'mon', '##eti', '##zed', '.']"
1857232,1c3f9fad-89db-452b-8973-a763dcf67bca,156804060947454808750,Jh************on,Very nice,5,0,,2020-05-15 12:58:13,2,Very short,Short,"['very', 'nice']"
2481405,64337b64-7103-4600-8621-64659b42bc89,460662607713434031011,Re************de,Awesome app,5,0,8.6.74.1176,2021-11-05 11:08:43,2,Very short,Short,"['awesome', 'app']"
1703664,46e27824-e692-41df-ab56-342a570e2970,326015659293292744217,A Google user,"The student premium is totally worth it, it comes with Hulu (with ads) but it's great.",5,0,8.5.36.747,2019-12-20 17:58:54,16,Long,Long,"['the', 'student', 'premium', 'is', 'totally', 'worth', 'it', ',', 'it', 'comes', 'with', 'hu', '##lu', '(', 'with', 'ads', ')', 'but', 'it', ""'"", 's', 'great', '.']"
2094828,1967bde8-b8e5-4389-a579-bb90a0d3cd6a,339616188531804063960,T****a,I did not find any problem with this app except for one. Songs suddenly starts from my playlist even though i paused it.,4,0,8.5.86.854,2020-12-02 10:08:34,23,Long,Long,"['i', 'did', 'not', 'find', 'any', 'problem', 'with', 'this', 'app', 'except', 'for', 'one', '.', 'songs', 'suddenly', 'starts', 'from', 'my', 'play', '##list', 'even', 'though', 'i', 'paused', 'it', '.']"
2711526,525c5944-a36d-471e-b011-e77ac9b07ea3,123405981662568541445,Ma*************go,Good music variety.,4,0,8.7.28.1217,2022-05-11 20:08:30,3,Very short,Short,"['good', 'music', 'variety', '.']"
2018566,1ea1d638-0e6f-48ca-a8ef-d150223d0dd8,116667963098010916341,Vi********ki,Cool,5,0,8.5.77.1043,2020-09-30 18:44:22,1,Very short,Short,['cool']
2077152,e2b825db-01b5-4499-ac2a-8736ccced384,498556532739159378479,Su********on,Lyrics aren't showing on my account. I tried another account and it shows lyrics but it doesn't show on my premium acc. I tried re-installing the app and it's still the same.,1,0,,2020-11-17 19:18:35,32,Long,Long,"['lyrics', 'aren', ""'"", 't', 'showing', 'on', 'my', 'account', '.', 'i', 'tried', 'another', 'account', 'and', 'it', 'shows', 'lyrics', 'but', 'it', 'doesn', ""'"", 't', 'show', 'on', 'my', 'premium', 'acc', '.', 'i', 'tried', 're', '-', 'installing', 'the', 'app', 'and', 'it', ""'"", 's', 'still', 'the', 'same', '.']"
1975432,c3509c29-eb13-4c98-aebe-463cda518e7c,210755101106562926302,Ma****************li,Δεν παίρνει κανέναν κωδικό,1,0,8.5.72.800,2020-08-25 15:04:06,4,Short,Short,"['δ', '##ε', '##ν', 'π', '##α', '##ι', '##ρ', '##ν', '##ε', '##ι', 'κ', '##α', '##ν', '##ε', '##ν', '##α', '##ν', 'κ', '##ω', '##δ', '##ι', '##κ', '##ο']"
2963749,ffb231f8-087f-4e69-b491-c67d50cfa4b6,643749440824516672080,Mi*******in,More feature and storage avail with membership.,4,0,8.8.4.518,2023-01-26 23:27:51,7,Medium,Long,"['more', 'feature', 'and', 'storage', 'avail', 'with', 'membership', '.']"
1712713,9a900781-f83d-41d0-8f2c-2f54c7f7f6ac,120030624398826048864,A Google user,Great music,5,0,8.5.36.747,2019-12-29 05:05:17,2,Very short,Short,"['great', 'music']"
3192119,4c304dae-9598-4609-a81e-59db9bdc40a5,154532266908506069439,Mi***********on,Love it!!,5,0,8.8.58.473,2023-08-11 04:16:03,2,Very short,Short,"['love', 'it', '!', '!']"
3335739,96b4ce0c-1694-43c1-9178-03cc53abfcdb,121590417444384311499,Ni********as,After update it has gone downhill,1,0,,2023-10-29 16:51:26,6,Short,Short,"['after', 'update', 'it', 'has', 'gone', 'downhill']"
3079760,84a07cb6-8e59-4e18-9c21-83be3dc88d56,816982036870227237660,Ri***************ma,Amazing app,5,0,8.8.40.470,2023-06-12 03:22:50,2,Very short,Short,"['amazing', 'app']"
1861827,e26679d8-07ef-4b2d-a4ea-aa4314420300,178543335897332794211,Vi************S.,I can't share song to the Instagram stories:(((,4,0,,2020-05-19 14:15:01,8,Medium,Long,"['i', 'can', ""'"", 't', 'share', 'song', 'to', 'the', 'ins', '##tagram', 'stories', ':', '(', '(', '(']"
3001127,c236807a-0753-4692-b362-a69a581c701d,319526566186529395541,La*********ri,Good,5,0,,2023-03-16 06:14:06,1,Very short,Short,['good']
2934389,0f338534-76e7-4d76-bc6a-f27583d26933,332693487657086717861,Ro********ur,Before I think that this app AI is very good but as well as I use this app really I don't like this app,1,0,8.7.92.521,2022-12-25 14:42:46,24,Long,Long,"['before', 'i', 'think', 'that', 'this', 'app', 'ai', 'is', 'very', 'good', 'but', 'as', 'well', 'as', 'i', 'use', 'this', 'app', 'really', 'i', 'don', ""'"", 't', 'like', 'this', 'app']"
3126647,ac326178-efca-4576-8aee-e908b77c53f6,686472687011597276671,Ka*******am,Bad,1,0,,2023-07-08 03:10:24,1,Very short,Short,['bad']
2643880,3df88a4d-f199-4287-999f-64c9ffa811e0,129898548126714759071,Ky**************rk,I love all the available songs and podcasts always available,5,0,8.7.12.1121,2022-03-15 04:26:47,10,Medium,Long,"['i', 'love', 'all', 'the', 'available', 'songs', 'and', 'podcast', '##s', 'always', 'available']"
2411532,e6435e82-db27-401c-93d0-51ac431ec842,121250443521396550151,****,"Why did u guys add ""limited skips"" and ""not able see the next song without premium"" ?!?!? What happened to being able to pick songs and starting it at a different time?",1,0,8.6.58.994,2021-09-05 08:56:50,32,Long,Long,"['why', 'did', 'u', 'guys', 'add', '""', 'limited', 'skip', '##s', '""', 'and', '""', 'not', 'able', 'see', 'the', 'next', 'song', 'without', 'premium', '""', '?', '!', '?', '!', '?', 'what', 'happened', 'to', 'being', 'able', 'to', 'pick', 'songs', 'and', 'starting', 'it', 'at', 'a', 'different', 'time', '?']"
2030282,5620648f-4e2f-43d6-90f8-66c213258302,268132808083869116468,Ka*******er,"Terrible service. Very unsecured site. You attempt to change your password because of the hackers that are pervasive and you get locked out. And you're being charged. And customer service is virtually nonexistent. You'll have to contact your bank to stop payment. Nightmare. At least with Amazon music, issues can be resolved.",1,0,8.5.78.909,2020-10-08 23:23:34,52,Long,Long,"['terrible', 'service', '.', 'very', 'un', '##se', '##cured', 'site', '.', 'you', 'attempt', 'to', 'change', 'your', 'password', 'because', 'of', 'the', 'hacker', '##s', 'that', 'are', 'per', '##vas', '##ive', 'and', 'you', 'get', 'locked', 'out', '.', 'and', 'you', ""'"", 're', 'being', 'charged', '.', 'and', 'customer', 'service', 'is', 'virtually', 'none', '##xi', '##sten', '##t', '.', 'you', ""'"", 'll', 'have', 'to', 'contact', 'your', 'bank', 'to', 'stop', 'payment', '.', 'nightmare', '.', 'at', 'least', 'with', 'amazon', 'music', ',', 'issues', 'can', 'be', 'resolved', '.']"
2713666,0baa8e5e-2968-4d8f-9c42-8f0577306390,107963744170599159900,Ma******er,Can't stop the app running on my device.,1,0,8.7.30.1221,2022-05-14 00:38:54,8,Medium,Long,"['can', ""'"", 't', 'stop', 'the', 'app', 'running', 'on', 'my', 'device', '.']"
2818161,e968a22c-b2cd-4d0b-86f1-a2de8421932f,335055024435701820565,He**********an,Very Good,5,0,8.7.36.905,2022-08-23 18:57:29,2,Very short,Short,"['very', 'good']"
3076801,d5cd3a3c-7979-4bdd-9722-f15c44b96a17,761508849300078707583,I****M,This app is good one,5,0,,2023-06-08 18:01:05,5,Short,Short,"['this', 'app', 'is', 'good', 'one']"
1892193,7528c583-5df5-47b9-b44a-3e2a0d29b4ba,272224967678490159598,An********ez,Love it just wish it would play on the artists I chose.,5,0,8.5.60.1013,2020-06-13 19:42:42,12,Long,Long,"['love', 'it', 'just', 'wish', 'it', 'would', 'play', 'on', 'the', 'artists', 'i', 'chose', '.']"
2226745,49858ecb-837c-4ffa-8670-04cec7420f5e,688624817600218802082,am**********gh,Love it damn much .,5,0,8.6.12.986,2021-03-28 11:52:50,5,Short,Short,"['love', 'it', 'damn', 'much', '.']"
1735436,7929d1e0-9d47-4ce8-807c-cdf28d56d35a,189462995822278292025,A Google user,It's the best thing ever for me,5,0,8.5.40.195,2020-01-19 15:03:40,7,Medium,Long,"['it', ""'"", 's', 'the', 'best', 'thing', 'ever', 'for', 'me']"
2178845,7bdf5932-2446-48e4-8c83-548f2f289270,587027086912772438077,So******de,Love it,5,0,8.6.2.774,2021-02-17 23:36:15,2,Very short,Short,"['love', 'it']"
3150968,533abafe-3216-4396-991c-327a02686405,321231355426654943411,Na*****Bi,Stop burning the Quran!!!!!,1,0,,2023-07-12 00:59:40,4,Short,Short,"['stop', 'burning', 'the', 'quran', '!', '!', '!', '!', '!']"
3252956,15343c57-e72c-4f3a-a8a1-3227725d5f02,161609184971117711307,La*******an,Verey good app this is and Varey good sound like this app,5,0,,2023-09-30 10:06:42,12,Long,Long,"['ve', '##rey', 'good', 'app', 'this', 'is', 'and', 'var', '##ey', 'good', 'sound', 'like', 'this', 'app']"
1902706,17fa527b-f40a-4534-bc67-5680cc8faea8,223496840620851535911,su******da,I love this app free music is awesome thx spotify,5,0,8.5.62.904,2020-06-23 14:45:03,10,Medium,Long,"['i', 'love', 'this', 'app', 'free', 'music', 'is', 'awesome', 'th', '##x', 'spot', '##ify']"
2522288,d833262c-836b-45cf-a98d-8b725e5058fd,450766614042251081129,Br*********en,To many ads,4,0,8.6.84.1240,2021-12-06 19:03:52,3,Very short,Short,"['to', 'many', 'ads']"
2986394,b8488043-ed2c-4c00-99ef-0ec21c9c3d99,329823934299597248671,Yo********ca,me vuelve a descargar playlists o parte de las playlist que ya tengo descargadas A CADA RATO y no puedo escuchar mi musica YA DESCARGADA porque sentiene que VOLVER A DESCARGAR cuando NO TENGO CONEXION. S20FE,1,0,8.8.12.545,2023-02-25 00:47:59,36,Long,Long,"['me', 'vu', '##el', '##ve', 'a', 'des', '##car', '##gar', 'play', '##lists', 'o', 'part', '##e', 'de', 'las', 'play', '##list', 'que', 'ya', 'ten', '##go', 'des', '##car', '##ga', '##das', 'a', 'cad', '##a', 'rat', '##o', 'y', 'no', 'pu', '##edo', 'es', '##cu', '##cha', '##r', 'mi', 'musica', 'ya', 'des', '##car', '##ga', '##da', 'por', '##que', 'sent', '##ien', '##e', 'que', 'vol', '##ver', 'a', 'des', '##car', '##gar', 'cu', '##ando', 'no', 'ten', '##go', 'cone', '##xi', '##on', '.', 's', '##20', '##fe']"
2935338,e7a99fe5-3e45-4a72-b2ad-7c3831f37ebd,248888439443276507362,Da*******za,"Like it's assist to find other artists whose music is similar to artists I like. Also, podcast presentation of podcasters that I like.",5,0,8.7.92.521,2022-12-26 17:50:04,23,Long,Long,"['like', 'it', ""'"", 's', 'assist', 'to', 'find', 'other', 'artists', 'whose', 'music', 'is', 'similar', 'to', 'artists', 'i', 'like', '.', 'also', ',', 'podcast', 'presentation', 'of', 'podcast', '##ers', 'that', 'i', 'like', '.']"
3036418,8c945073-cd21-41b7-a2a3-3bbd73ae099d,898231905577698978683,sa*********ni,What can i say man. This app is just perfect. Love it,5,0,,2023-04-25 00:55:16,12,Long,Long,"['what', 'can', 'i', 'say', 'man', '.', 'this', 'app', 'is', 'just', 'perfect', '.', 'love', 'it']"
3242775,ee056961-4651-416a-8c81-01ff697a6bc2,204043455408934401703,Fr**************el,Suben el precio,2,0,8.8.70.532,2023-09-22 18:29:03,3,Very short,Short,"['sub', '##en', 'el', 'pre', '##cio']"
2453353,0ac4cdf2-f9fa-479f-874c-82cacf4f9603,183481715718748942805,J***W,"The choice of music across all genres is excellent as is the quality. I use Spotify most days,don't think i could ever be without it now.",5,1,8.6.68.1225,2021-10-10 14:13:35,26,Long,Long,"['the', 'choice', 'of', 'music', 'across', 'all', 'genres', 'is', 'excellent', 'as', 'is', 'the', 'quality', '.', 'i', 'use', 'spot', '##ify', 'most', 'days', ',', 'don', ""'"", 't', 'think', 'i', 'could', 'ever', 'be', 'without', 'it', 'now', '.']"
3282343,aad989ac-2949-40cc-a804-5c062d237a59,530175653000654615206,Ar*******al,This is so good,4,0,8.8.76.667,2023-10-15 05:59:31,4,Short,Short,"['this', 'is', 'so', 'good']"
2317366,b32560de-b535-48c0-8bd9-40caa1c6f0e6,219409396425138008300,An******on,Too much ads,1,0,8.6.20.1063,2021-06-12 01:41:06,3,Very short,Short,"['too', 'much', 'ads']"
1852410,af14c6bb-7f83-49a0-9d7d-622f39ada408,182443549034046786988,Ji*****on,This app is amazing I don't know why I ever deleted it I regret it and now I'm never deleting it again!! This app is simply the best,5,0,8.5.24.762,2020-05-11 01:45:40,28,Long,Long,"['this', 'app', 'is', 'amazing', 'i', 'don', ""'"", 't', 'know', 'why', 'i', 'ever', 'deleted', 'it', 'i', 'regret', 'it', 'and', 'now', 'i', ""'"", 'm', 'never', 'del', '##eti', '##ng', 'it', 'again', '!', '!', 'this', 'app', 'is', 'simply', 'the', 'best']"
3368216,611ae476-22e8-468f-beca-a36edb50169e,219351632188565098122,Bu*********** •,Absolutely horrendous at this point. Used Facebook to log in since I first started using. Now I get forced logged out and now I cannot get back into my account. This new update sucks. A simple reinstall doesnt fix the problem.,1,0,8.8.82.634,2023-11-11 06:34:30,41,Long,Long,"['absolutely', 'ho', '##rre', '##ndo', '##us', 'at', 'this', 'point', '.', 'used', 'facebook', 'to', 'log', 'in', 'since', 'i', 'first', 'started', 'using', '.', 'now', 'i', 'get', 'forced', 'logged', 'out', 'and', 'now', 'i', 'cannot', 'get', 'back', 'into', 'my', 'account', '.', 'this', 'new', 'update', 'sucks', '.', 'a', 'simple', 'reins', '##tal', '##l', 'doesn', '##t', 'fix', 'the', 'problem', '.']"
3286686,a5b3267a-c773-4e38-a20c-a698ea605a28,768076060473904428405,Mr**********ur,Hated the recent update your guys now charge use to play back te song seriously and can't even add in the queue you lost you most of the consumers no even able to see the lyrics Edit :- you guys are worst now I can't even play the song I want this is bs,1,1,8.8.76.667,2023-10-16 11:05:45,54,Long,Long,"['hated', 'the', 'recent', 'update', 'your', 'guys', 'now', 'charge', 'use', 'to', 'play', 'back', 'te', 'song', 'seriously', 'and', 'can', ""'"", 't', 'even', 'add', 'in', 'the', 'queue', 'you', 'lost', 'you', 'most', 'of', 'the', 'consumers', 'no', 'even', 'able', 'to', 'see', 'the', 'lyrics', 'edit', ':', '-', 'you', 'guys', 'are', 'worst', 'now', 'i', 'can', ""'"", 't', 'even', 'play', 'the', 'song', 'i', 'want', 'this', 'is', 'bs']"
3022450,61d1e6d0-1114-43f5-9cd4-4dd8054ce962,190179819408718973725,El*********ez,1¹1¹1 we .....,5,0,8.8.22.510,2023-04-08 05:02:12,3,Very short,Short,"['1', '##¹', '##1', '##¹', '##1', 'we', '.', '.', '.', '.', '.']"
1728028,d7f4af4a-ead0-4afc-8059-d2270e100d5e,100904007541816529287,A Google user,Gut,5,0,8.5.40.195,2020-01-12 10:40:24,1,Very short,Short,['gut']
2557090,0dfa3eef-477e-458c-8d21-c39505aefeed,185798680798547379355,As***********ov,"It's ok, it was all wiped away and I am doing it right from the beginning again.",5,0,8.6.88.1104,2022-01-06 13:48:13,17,Long,Long,"['it', ""'"", 's', 'ok', ',', 'it', 'was', 'all', 'wiped', 'away', 'and', 'i', 'am', 'doing', 'it', 'right', 'from', 'the', 'beginning', 'again', '.']"
3052471,5f2e1e4e-ab55-4402-9352-78aebac378b1,380242159075751846236,Ab*********ar,very good experience all old song 👌,5,0,,2023-05-14 06:31:53,7,Medium,Long,"['very', 'good', 'experience', 'all', 'old', 'song', '[UNK]']"
3102865,da239b12-67b1-4d74-af75-30b5c727f8b9,204707685802032647153,Wy*********ey,It OK,5,0,8.8.48.523,2023-07-04 22:46:56,2,Very short,Short,"['it', 'ok']"
1793859,3f500594-e34e-4280-988e-cdfe98886f11,670891952286575186275,A Google user,Works Everytime. Love Spotify.,5,0,8.5.49.973,2020-03-20 16:58:27,4,Short,Short,"['works', 'every', '##time', '.', 'love', 'spot', '##ify', '.']"
2190599,d4ff8b25-8cab-4159-9010-61d97f9cba8a,325642476541662622179,Ma**********di,Smooth experience,5,0,8.6.2.774,2021-02-27 17:17:53,2,Very short,Short,"['smooth', 'experience']"
2306653,a554f8cb-f9d0-49cc-999d-4c12bc1989e6,385131126947308420701,Jo*******ro,New updates suck,1,1,,2021-06-03 06:41:48,3,Very short,Short,"['new', 'updates', 'suck']"
2482142,349e6071-c5f3-4033-99ee-df31d2593fb9,333766587889126481506,Mo********li,good,5,0,8.6.74.1176,2021-11-06 04:21:59,1,Very short,Short,['good']
1905655,701f5965-639e-4e06-9080-105dfb5e9b6d,913062792132527143258,Bi**********ni,Excellent,5,0,8.5.60.1013,2020-06-26 06:13:24,1,Very short,Short,['excellent']
2705727,b077c008-25bf-466a-bcf9-43157f99d542,309492358551080002691,Re********rr,I love this app. There's nothing else that I would say about it. It's worth a subscription.,5,0,8.7.28.1217,2022-05-06 05:01:19,17,Long,Long,"['i', 'love', 'this', 'app', '.', 'there', ""'"", 's', 'nothing', 'else', 'that', 'i', 'would', 'say', 'about', 'it', '.', 'it', ""'"", 's', 'worth', 'a', 'subscription', '.']"
2279682,2d70ade1-7d64-44c1-a516-bb36b79d61c1,120301116980608585005,ch***********hi,Time passes,4,0,8.6.24.918,2021-05-12 13:06:02,2,Very short,Short,"['time', 'passes']"
2936930,82c99739-b8d6-4ae4-8453-47df00d93664,284773573174697068948,Ja*******ry,"This app knows me better than I know myself, I will continue to support its data collection",5,0,8.7.92.521,2022-12-28 15:38:39,17,Long,Long,"['this', 'app', 'knows', 'me', 'better', 'than', 'i', 'know', 'myself', ',', 'i', 'will', 'continue', 'to', 'support', 'its', 'data', 'collection']"
2947869,ea93f24b-4327-468d-8ce3-27c11d55ea4a,277062406168556912820,Ak***********am,Best music app i have ever seen. Thia line is enough to describe this app.,5,0,8.7.74.443,2023-01-10 16:06:30,15,Long,Long,"['best', 'music', 'app', 'i', 'have', 'ever', 'seen', '.', 'th', '##ia', 'line', 'is', 'enough', 'to', 'describe', 'this', 'app', '.']"
2818178,66606bcd-4080-4c7e-92fd-b6a9b60febe1,294481777429337423765,Sa********oy,Music experience..so good 😊,5,0,,2022-08-23 19:14:52,4,Short,Short,"['music', 'experience', '.', '.', 'so', 'good', '[UNK]']"
2834471,2a76c62a-a36d-4372-b9a9-732af1fd56ac,471918515360031167158,Mi*********id,"Why is there no option to stop Spotify from automatically starting when I turn on my car. It's infuriating. I don't want music automatically starting, but you have no option to stop this. I've even shut down the app and exited it, but it automatically restarts.",1,2,8.7.64.478,2022-09-10 04:39:40,46,Long,Long,"['why', 'is', 'there', 'no', 'option', 'to', 'stop', 'spot', '##ify', 'from', 'automatically', 'starting', 'when', 'i', 'turn', 'on', 'my', 'car', '.', 'it', ""'"", 's', 'in', '##fur', '##iating', '.', 'i', 'don', ""'"", 't', 'want', 'music', 'automatically', 'starting', ',', 'but', 'you', 'have', 'no', 'option', 'to', 'stop', 'this', '.', 'i', ""'"", 've', 'even', 'shut', 'down', 'the', 'app', 'and', 'exited', 'it', ',', 'but', 'it', 'automatically', 'restart', '##s', '.']"
2868069,2fffa83f-a3b7-4560-802b-9c5aa18601a1,322064280546546147571,Ch**************la,Wonderful app,5,0,8.7.52.1010,2022-10-17 18:11:03,2,Very short,Short,"['wonderful', 'app']"
2109634,95c91af3-d5e4-4b80-badc-4fad3d5e2e9c,150183129230077202184,Br***********rs,Love the music variety,5,0,8.5.86.854,2020-12-13 18:38:31,4,Short,Short,"['love', 'the', 'music', 'variety']"
2030723,32179e15-df2e-4a9e-948c-f453e4c0abf0,879246788182442480609,Sh**********de,Almost everything is available on Spotify.. that's the great thing 👍🏻 but Spotify need to upgrade... They should be active.. create effective playlists and many things...the competitor companies are doing great but I love Spotify..but Spotify should be an active guy to be loved from users.,3,0,8.5.78.909,2020-10-09 06:47:46,46,Long,Long,"['almost', 'everything', 'is', 'available', 'on', 'spot', '##ify', '.', '.', 'that', ""'"", 's', 'the', 'great', 'thing', '[UNK]', 'but', 'spot', '##ify', 'need', 'to', 'upgrade', '.', '.', '.', 'they', 'should', 'be', 'active', '.', '.', 'create', 'effective', 'play', '##lists', 'and', 'many', 'things', '.', '.', '.', 'the', 'competitor', 'companies', 'are', 'doing', 'great', 'but', 'i', 'love', 'spot', '##ify', '.', '.', 'but', 'spot', '##ify', 'should', 'be', 'an', 'active', 'guy', 'to', 'be', 'loved', 'from', 'users', '.']"
2358063,dcbd7f37-bd21-44fd-b562-1794e3c88b33,237324550926095382202,He******te,This app is total Cool.... I've got many music to hear ..and i like It coz i don't need much net work for it.... I give 5 star because ❤️ it's best app for hearing music ❤️,5,0,8.6.42.671,2021-07-18 17:51:33,37,Long,Long,"['this', 'app', 'is', 'total', 'cool', '.', '.', '.', '.', 'i', ""'"", 've', 'got', 'many', 'music', 'to', 'hear', '.', '.', 'and', 'i', 'like', 'it', 'co', '##z', 'i', 'don', ""'"", 't', 'need', 'much', 'net', 'work', 'for', 'it', '.', '.', '.', '.', 'i', 'give', '5', 'star', 'because', '[UNK]', 'it', ""'"", 's', 'best', 'app', 'for', 'hearing', 'music', '[UNK]']"
3152002,b513285f-4807-40b0-b574-2b1e4ed63b63,330809275202921763352,Ru*******ox,Love it,5,0,8.8.50.466,2023-07-12 08:11:40,2,Very short,Short,"['love', 'it']"
2103970,07bf6897-50ed-4e4c-9f0b-1a45d2fa4820,149194621130392960121,am**********es,Wow this app is cool a can search any songs I like,5,0,,2020-12-09 02:46:58,12,Long,Long,"['wow', 'this', 'app', 'is', 'cool', 'a', 'can', 'search', 'any', 'songs', 'i', 'like']"
3196586,078cc498-a02b-45c6-bcff-89be9908ce79,255442411361613686010,Ok********** c,Very nice,5,0,,2023-08-15 16:21:26,2,Very short,Short,"['very', 'nice']"
2934575,371f1549-58d2-421f-946d-4f29f0f81a1f,228101759180084685601,Jo*********ow,Itz S0 STUPID BECUZ IT IZ NOT LED ME GED ID AND idk(I dont know),1,0,8.7.92.521,2022-12-25 19:20:22,15,Long,Long,"['it', '##z', 's', '##0', 'stupid', 'be', '##cu', '##z', 'it', 'i', '##z', 'not', 'led', 'me', 'ge', '##d', 'id', 'and', 'id', '##k', '(', 'i', 'don', '##t', 'know', ')']"
2000102,4b8aaf3b-ad0c-4877-a7fb-1aae3e4ed079,156027930397768283799,Su************gh,awesome aap spotify better to gana aap my experience not good using gana aap,5,0,8.5.75.766,2020-09-15 19:56:17,14,Long,Long,"['awesome', 'aa', '##p', 'spot', '##ify', 'better', 'to', 'gan', '##a', 'aa', '##p', 'my', 'experience', 'not', 'good', 'using', 'gan', '##a', 'aa', '##p']"
2192029,9808e6dd-f892-4e0a-982c-50fe5bd4f53d,275633169685564286504,JJ*****ch,I want to manage my subscription thru google play vs directly in the app,3,0,8.6.2.774,2021-02-28 20:34:43,14,Long,Long,"['i', 'want', 'to', 'manage', 'my', 'subscription', 'thru', 'google', 'play', 'vs', 'directly', 'in', 'the', 'app']"
3298743,7f19dea2-3319-4cef-8924-1dd10214d0ef,304436300680676588769,Mo*********al,Everything is for premium customer than what's the point to make it available to regular customer,1,1,8.8.78.587,2023-10-18 21:29:37,16,Long,Long,"['everything', 'is', 'for', 'premium', 'customer', 'than', 'what', ""'"", 's', 'the', 'point', 'to', 'make', 'it', 'available', 'to', 'regular', 'customer']"
2116955,4a2b8cbb-a64a-4def-bb9a-1da2fbffc9d8,467397284540568236970,Wa********la,Although it does like to crash from time to time...,5,0,8.5.89.901,2020-12-19 21:27:36,10,Medium,Long,"['although', 'it', 'does', 'like', 'to', 'crash', 'from', 'time', 'to', 'time', '.', '.', '.']"
1954090,3372ddad-6cf1-49ed-bf49-1b7b82c47877,335584768700882585773,Ba********************l),Good with Bose soundtouch,5,0,,2020-08-06 23:58:32,4,Short,Short,"['good', 'with', 'bose', 'sound', '##tou', '##ch']"
2307569,48d201c3-0a17-45fc-9a1f-20b53382efa8,270794976809802684222,An**********ni,Nice avrithing,5,0,8.6.30.889,2021-06-03 20:11:30,2,Very short,Short,"['nice', 'av', '##rith', '##ing']"
3302866,9c6b4bd7-20b3-4fce-a86c-765f020a182c,285596286076209135376,Sh*****Em,New updates is suck uninstall this app in my phone,1,0,,2023-10-19 19:37:55,10,Medium,Long,"['new', 'updates', 'is', 'suck', 'un', '##ins', '##tal', '##l', 'this', 'app', 'in', 'my', 'phone']"
1995392,29ecfb79-f0a7-4f2a-95d8-df74050253e8,714918217104020562225,Je*********ce,Great,5,0,8.5.75.766,2020-09-11 20:18:51,1,Very short,Short,['great']
2268571,0c7e5a45-f856-4cd9-9ae7-53a658f5c082,273490648032048415527,Il**********************er,Im just pro not you 😎😎😎😎😎😎😎,1,0,8.6.20.1063,2021-05-03 07:16:56,6,Short,Short,"['im', 'just', 'pro', 'not', 'you', '[UNK]']"
1716504,6aa61fe1-8619-4f80-93d3-d0cbbac84536,102882449719312207548,A Google user,Very very very nice to listen music 👍👍👍 But the app has so much ads try to improve,5,0,8.5.36.747,2020-01-01 19:22:47,18,Long,Long,"['very', 'very', 'very', 'nice', 'to', 'listen', 'music', '[UNK]', 'but', 'the', 'app', 'has', 'so', 'much', 'ads', 'try', 'to', 'improve']"
3098230,39cec0eb-6516-4759-95c5-71b4f8896d4b,234595601200128095356,Ah******an,Ghatiya app 🤮🤮🤮,1,0,,2023-07-02 11:03:26,3,Very short,Short,"['g', '##hat', '##iya', 'app', '[UNK]']"
1856725,485f93c0-2907-416b-be82-8c5b81b52c4f,456419587336300154812,Wa********ic,Awesome ×100 No wait ×1000,5,0,8.5.57.1164,2020-05-15 00:56:35,5,Short,Short,"['awesome', '×', '##100', 'no', 'wait', '×', '##100', '##0']"
1713953,8cf98968-1408-4d92-9cf3-c4aab158f8c1,267534553045021787437,A Google user,"Keeps logging me out, this isn't what I pay premium for",5,0,8.5.36.747,2019-12-30 09:39:30,11,Long,Long,"['keeps', 'logging', 'me', 'out', ',', 'this', 'isn', ""'"", 't', 'what', 'i', 'pay', 'premium', 'for']"
